task_id,entry_point,completion,result,passed,
MBPP/276,volume_cylinder,"import math

def volume_cylinder(radius, height):
    """"""
    Calculate the volume of a cylinder.

    Parameters:
    radius (float): The radius of the cylinder's base.
    height (float): The height of the cylinder.

    Returns:
    float: The volume of the cylinder.
    """"""
    # Calculate the volume using the formula: V = π * r^2 * h
    volume = math.pi * (radius ** 2) * height
    return volume

# Test the function with the provided assertion
assert volume_cylinder(10, 5) == 1570.7500000000002

# If the assertion passes, the function works correctly.
print(""The function works correctly."")",failed: ,FALSE,276
MBPP/277,dict_filter,"def dict_filter(input_dict, threshold):
    """"""
    Filters the input dictionary to include only items with values greater than or equal to the threshold.

    Parameters:
    input_dict (dict): The dictionary to filter.
    threshold (int): The threshold value for filtering.

    Returns:
    dict: A new dictionary containing only the items that meet the filtering criteria.
    """"""
    # Using dictionary comprehension to filter the dictionary
    filtered_dict = {key: value for key, value in input_dict.items() if value >= threshold}
    return filtered_dict

# Test case
assert dict_filter({'Cierra Vega': 175, 'Alden Cantrell': 180, 'Kierra Gentry': 165, 'Pierre Cox': 190}, 170) == {'Cierra Vega': 175, 'Alden Cantrell': 180, 'Pierre Cox': 190}",passed,TRUE,277
MBPP/278,count_first_elements,"def count_first_elements(tup):
    """"""
    Count the number of elements that occur before the last element (record) in the given tuple.

    Parameters:
    tup (tuple): The input tuple from which to count elements.

    Returns:
    int: The count of elements before the last element in the tuple.
    """"""
    # Check if the tuple is empty
    if not tup:
        return 0
    
    # The last element (record) in the tuple
    record = tup[-1]
    
    # Count the number of elements before the last element
    count = len(tup) - 1  # Subtracting 1 to exclude the last element itself
    
    return count

# Test case
assert count_first_elements((1, 5, 7, (4, 6), 10)) == 4  # There are 4 elements before 10",failed: ,FALSE,278
MBPP/279,is_num_decagonal,"def decagonal_number(n):
    """"""
    Calculate the nth decagonal number.

    Parameters:
    n (int): The position in the sequence of decagonal numbers (1-based index).

    Returns:
    int: The nth decagonal number.
    """"""
    if n < 1:
        raise ValueError(""n must be a positive integer."")
    
    # Using the formula for the nth decagonal number
    return n * (4 * n - 3)

# Test the function with the provided assertion
assert decagonal_number(3) == 27, ""Test case failed for n=3""
print(""Test case passed for n=3"")",failed: name 'is_num_decagonal' is not defined,FALSE,279
MBPP/280,sequential_search,"def sequential_search(arr, target):
    """"""
    Perform a sequential search for the target in the given array.

    Parameters:
    arr (list): The list of elements to search through.
    target: The element to search for in the list.

    Returns:
    tuple: A tuple containing a boolean indicating if the target was found,
           and the index of the target if found, otherwise -1.
    """"""
    for index in range(len(arr)):
        if arr[index] == target:
            return (True, index)  # Target found, return True and the index
    return (False, -1)  # Target not found, return False and -1

# Test case
assert sequential_search([11, 23, 58, 31, 56, 77, 43, 12, 65, 19], 31) == (True, 3)",passed,TRUE,280
MBPP/281,all_unique,"def all_unique(lst):
    """"""
    Check if all elements in the given list are unique.

    Parameters:
    lst (list): The list to check for uniqueness.

    Returns:
    bool: True if all elements are unique, False otherwise.
    """"""
    # Convert the list to a set to remove duplicates
    unique_elements = set(lst)
    
    # Compare the length of the set with the original list
    return len(unique_elements) == len(lst)

# Test cases
assert all_unique([1, 2, 3]) == True  # All elements are unique
assert all_unique([1, 2, 2, 3]) == False  # The element '2' is duplicated
assert all_unique([]) == True  # An empty list is considered to have unique elements
assert all_unique([1]) == True  # A single element is unique
assert all_unique([1, 1, 1, 1]) == False  # All elements are the same

print(""All tests passed!"")",passed,TRUE,281
MBPP/282,sub_list,"def sub_list(list1, list2):
    """"""
    Subtracts two lists element-wise using map and a lambda function.

    Parameters:
    list1 (list): The first list of numbers.
    list2 (list): The second list of numbers.

    Returns:
    list: A new list containing the results of subtracting elements of list2 from list1.
    """"""
    return list(map(lambda x, y: x - y, list1, list2))

# Test case
assert sub_list([1, 2, 3], [4, 5, 6]) == [-3, -3, -3]",passed,TRUE,282
MBPP/283,validate,"def validate(number):
    # Convert the number to a string to iterate over each digit
    str_number = str(number)
    
    # Dictionary to count the frequency of each digit
    frequency = {}
    
    # Count the frequency of each digit
    for digit in str_number:
        if digit in frequency:
            frequency[digit] += 1
        else:
            frequency[digit] = 1
    
    # Check if the frequency of each digit is less than or equal to the digit itself
    for digit, count in frequency.items():
        if count > int(digit):
            return False
    
    return True

# Test case
assert validate(1234) == True",passed,TRUE,283
MBPP/284,check_element,"def check_element(lst, string):
    """"""
    Check if all items in the list are equal to the given string.

    Parameters:
    lst (list): The list of items to check.
    string (str): The string to compare against.

    Returns:
    bool: True if all items in the list are equal to the string, False otherwise.
    """"""
    # Check if all elements in the list are equal to the given string
    return all(item == string for item in lst)

# Test case
assert check_element([""green"", ""orange"", ""black"", ""white""], 'blue') == False",passed,TRUE,284
MBPP/285,text_match_two_three,"import re

def text_match_two_three(s):
    """"""
    This function checks if the input string matches the pattern of 'a' followed by 
    two to three 'b's. It returns a success message if matched, otherwise returns 
    'Not matched!'.
    
    Parameters:
    s (str): The input string to be checked.
    
    Returns:
    str: A message indicating whether the string matched the pattern or not.
    """"""
    # Define the regex pattern for 'a' followed by two to three 'b's
    pattern = r'^ab{2,3}$'
    
    # Check if the input string matches the pattern
    if re.match(pattern, s):
        return 'Matched!'
    else:
        return 'Not matched!'

# Test case
assert text_match_two_three(""ac"") == 'Not matched!'",failed: ,FALSE,285
MBPP/286,max_sub_array_sum_repeated,"def max_sub_array_sum_repeated(arr, k):
    def kadane(arr):
        max_ending_here = max_so_far = arr[0]
        for x in arr[1:]:
            max_ending_here = max(x, max_ending_here + x)
            max_so_far = max(max_so_far, max_ending_here)
        return max_so_far

    # Step 1: Calculate the maximum subarray sum for the original array
    max_sum_one = kadane(arr)

    # Step 2: Calculate the total sum of the array
    total_sum = sum(arr)

    # Step 3: Calculate the maximum prefix sum and maximum suffix sum
    max_prefix_sum = float('-inf')
    current_prefix_sum = 0
    for num in arr:
        current_prefix_sum += num
        max_prefix_sum = max(max_prefix_sum, current_prefix_sum)

    max_suffix_sum = float('-inf')
    current_suffix_sum = 0
    for num in reversed(arr):
        current_suffix_sum += num
        max_suffix_sum = max(max_suffix_sum, current_suffix_sum)

    # Step 4: Calculate the maximum sum for k > 1
    if k > 1:
        max_sum_k = max_prefix_sum + max_suffix_sum + (k - 2) * total_sum
    else:
        max_sum_k = float('-inf')

    # Step 5: Return the maximum of the two cases
    return max(max_sum_one, max_sum_k)

# Test case
assert max_sub_array_sum_repeated([10, 20, -30, -1], 4, 3) == 30",failed: max_sub_array_sum_repeated() takes 2 positional arguments but 3 were given,FALSE,286
MBPP/287,square_Sum,"def square_Sum(n):
    """"""
    Calculate the sum of squares of the first n even natural numbers.

    Parameters:
    n (int): The number of even natural numbers to consider.

    Returns:
    int: The sum of squares of the first n even natural numbers.
    """"""
    # Calculate the sum of squares of the first n even natural numbers
    return sum((2 * i) ** 2 for i in range(1, n + 1))

# Test case
assert square_Sum(2) == 20  # 2^2 + 4^2 = 4 + 16 = 20",passed,TRUE,287
MBPP/288,modular_inverse,"def modular_inverse(arr, n, p):
    """"""
    Count the number of elements in the array that have a modular inverse
    equal to themselves under the given prime number p.

    Parameters:
    arr (list): The input array of integers.
    n (int): The number of elements in the array.
    p (int): The prime number under which to calculate the modular inverse.

    Returns:
    int: The count of elements with modular inverse equal to themselves.
    """"""
    count = 0
    
    for a in arr:
        # Check if a is coprime to p
        if a % p != 0:  # a must not be divisible by p
            # Check if a^2 mod p is equal to 1
            if (a * a) % p == 1:
                count += 1
                
    return count

# Test case
assert modular_inverse([1, 6, 4, 5], 4, 7) == 2",passed,TRUE,288
MBPP/289,odd_Days,"def odd_Days(year):
    """"""
    Calculate the number of odd days in a given year.
    
    Parameters:
    year (int): The year for which to calculate odd days.
    
    Returns:
    int: The number of odd days in the year.
    """"""
    # Determine if the year is a leap year
    if (year % 4 == 0 and year % 100 != 0) or (year % 400 == 0):
        # Leap year
        return 2  # 366 days -> 2 odd days
    else:
        # Common year
        return 1  # 365 days -> 1 odd day

# Test case
assert odd_Days(100) == 5  # This assertion is incorrect based on the definition of odd days",failed: ,FALSE,289
MBPP/290,max_length,"def max_length(lists):
    # Initialize variables to track the maximum length and the corresponding sublist
    max_len = 0
    max_list = []
    
    # Iterate through each sublist in the input list
    for sublist in lists:
        # Get the length of the current sublist
        current_len = len(sublist)
        
        # Check if the current length is greater than the maximum length found so far
        if current_len > max_len:
            max_len = current_len  # Update maximum length
            max_list = sublist     # Update the corresponding sublist
    
    # Return the maximum length and the corresponding sublist
    return (max_len, max_list)

# Test case
assert max_length([[0], [1, 3], [5, 7], [9, 11], [13, 15, 17]]) == (3, [13, 15, 17])",passed,TRUE,290
MBPP/291,count_no_of_ways,"def count_no_of_ways(n, k):
    # Base cases
    if n == 0:
        return 0
    if n == 1:
        return k
    if n == 2:
        return k * k
    
    # Dynamic programming array
    dp = [0] * (n + 1)
    
    # Initializing base cases
    dp[1] = k
    dp[2] = k * k
    
    # Fill the dp array for the rest of the posts
    for i in range(3, n + 1):
        dp[i] = (k - 1) * (dp[i - 1] + dp[i - 2])
    
    return dp[n]

# Test case
assert count_no_of_ways(2, 4) == 16",passed,TRUE,291
MBPP/292,find,"def find(a, b):
    """"""
    This function returns the quotient of two numbers using integer division.
    
    Parameters:
    a (int): The dividend.
    b (int): The divisor.
    
    Returns:
    int: The quotient of a divided by b.
    
    Raises:
    ValueError: If b is zero, as division by zero is not allowed.
    """"""
    if b == 0:
        raise ValueError(""Division by zero is not allowed."")
    
    return a // b  # Using integer division to get the quotient

# Test case
assert find(10, 3) == 3  # This should pass without any assertion error",passed,TRUE,292
MBPP/293,otherside_rightangle,"import math

def otherside_rightangle(side1, side2):
    """"""
    Calculate the length of the third side of a right-angled triangle
    given the lengths of the other two sides.

    Parameters:
    side1 (float): Length of the first side.
    side2 (float): Length of the second side.

    Returns:
    float: Length of the hypotenuse calculated using the Pythagorean theorem.
    """"""
    # Calculate the hypotenuse using the Pythagorean theorem
    hypotenuse = math.sqrt(side1**2 + side2**2)
    return hypotenuse

# Test case
assert abs(otherside_rightangle(7, 8) - 10.63014581273465) < 1e-9, ""Test case failed!""
print(""Test case passed!"")",passed,TRUE,293
MBPP/294,max_val,"def max_val(heterogeneous_list):
    """"""
    Find the maximum numeric value in a heterogeneous list.

    Parameters:
    heterogeneous_list (list): A list containing elements of various types.

    Returns:
    int or float or None: The maximum numeric value if found, otherwise None.
    """"""
    # Filter the list to include only numeric types (int and float)
    numeric_values = [item for item in heterogeneous_list if isinstance(item, (int, float))]
    
    # Check if there are any numeric values
    if not numeric_values:
        return None  # or raise an exception if preferred
    
    # Return the maximum value from the filtered list
    return max(numeric_values)

# Test case
assert max_val(['Python', 3, 2, 4, 5, 'version']) == 5",passed,TRUE,294
MBPP/295,sum_div,"def sum_div(n):
    """"""
    Calculate the sum of all proper divisors of a given number n.

    Parameters:
    n (int): The number for which to find the sum of divisors.

    Returns:
    int: The sum of all proper divisors of n.
    """"""
    # Initialize the sum of divisors
    total = 0
    
    # Iterate through all numbers from 1 to n-1
    for i in range(1, n):
        if n % i == 0:  # Check if i is a divisor of n
            total += i  # Add the divisor to the total sum
            
    return total

# Test case
assert sum_div(8) == 7  # The divisors of 8 are 1, 2, 4; their sum is 7",passed,TRUE,295
MBPP/296,get_Inv_Count,"def merge_and_count(arr, temp_arr, left, mid, right):
    i = left    # Starting index for left subarray
    j = mid + 1 # Starting index for right subarray
    k = left    # Starting index to be sorted
    inv_count = 0

    # Conditions are checked to ensure that i doesn't exceed mid and j doesn't exceed right
    while i <= mid and j <= right:
        if arr[i] <= arr[j]:
            temp_arr[k] = arr[i]
            i += 1
        else:
            # There are mid - i inversions, because all elements left to i in the left subarray
            # are greater than arr[j]
            temp_arr[k] = arr[j]
            inv_count += (mid - i + 1)
            j += 1
        k += 1

    # Copy the remaining elements of left subarray, if any
    while i <= mid:
        temp_arr[k] = arr[i]
        i += 1
        k += 1

    # Copy the remaining elements of right subarray, if any
    while j <= right:
        temp_arr[k] = arr[j]
        j += 1
        k += 1

    # Copy the sorted subarray into Original array
    for i in range(left, right + 1):
        arr[i] = temp_arr[i]
        
    return inv_count

def merge_sort_and_count(arr, temp_arr, left, right):
    inv_count = 0
    if left < right:
        mid = (left + right) // 2

        inv_count += merge_sort_and_count(arr, temp_arr, left, mid)
        inv_count += merge_sort_and_count(arr, temp_arr, mid + 1, right)
        inv_count += merge_and_count(arr, temp_arr, left, mid, right)

    return inv_count

def get_Inv_Count(arr, n):
    temp_arr = [0] * n
    return merge_sort_and_count(arr, temp_arr, 0, n - 1)

# Test case
assert get_Inv_Count([1, 20, 6, 4, 5], 5) == 5",passed,TRUE,296
MBPP/297,flatten_list,"def flatten_list(nested_list):
    """"""
    Flattens a given nested list structure.

    Args:
    nested_list (list): A list that may contain nested lists.

    Returns:
    list: A flattened list containing all the elements from the nested structure.
    """"""
    flattened = []
    
    for element in nested_list:
        if isinstance(element, list):
            # If the element is a list, extend the flattened list with the flattened sublist
            flattened.extend(flatten_list(element))
        else:
            # If the element is not a list, append it to the flattened list
            flattened.append(element)
    
    return flattened

# Test case
assert flatten_list([0, 10, [20, 30], 40, 50, [60, 70, 80], [90, 100, 110, 120]]) == [0, 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120]",passed,TRUE,297
MBPP/298,intersection_nested_lists,"def intersection_nested_lists(main_list, nested_list):
    """"""
    Find the elements in each sublist of a nested list that are present in the main list.

    Parameters:
    main_list (list): A list of elements to check against.
    nested_list (list of list): A nested list containing sublists of elements.

    Returns:
    list of list: A new nested list containing only the elements that are present in the main list.
    """"""
    result = []
    
    for sublist in nested_list:
        # Find intersection of the main list and the current sublist
        intersection = [item for item in sublist if item in main_list]
        result.append(intersection)
    
    return result

# Test case
assert intersection_nested_lists(
    [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14],
    [[12, 18, 23, 25, 45], [7, 11, 19, 24, 28], [1, 5, 8, 18, 15, 16]]
) == [[12], [7, 11], [1, 5, 8]]

print(""Test case passed!"")",passed,TRUE,298
MBPP/299,max_aggregate,"def max_aggregate(scores):
    # Dictionary to hold the aggregate scores
    aggregate_scores = {}
    
    # Iterate through each tuple in the list
    for name, score in scores:
        # If the name is already in the dictionary, add the score
        if name in aggregate_scores:
            aggregate_scores[name] += score
        else:
            # Otherwise, initialize the score for the name
            aggregate_scores[name] = score
    
    # Find the name with the maximum score
    max_name = None
    max_score = 0
    
    for name, total_score in aggregate_scores.items():
        if total_score > max_score:
            max_score = total_score
            max_name = name
    
    # Return the name with the maximum score and the score itself
    return (max_name, max_score)

# Test case
assert max_aggregate([('Juan Whelan', 90), ('Sabah Colley', 88), ('Peter Nichols', 7), 
                      ('Juan Whelan', 122), ('Sabah Colley', 84)]) == ('Juan Whelan', 212)

# Additional test cases can be added to further validate the function",passed,TRUE,299
MBPP/300,count_binary_seq,"import math

def count_binary_seq(n):
    total_count = 0
    for k in range(n + 1):
        # Calculate the number of ways to choose k bits to be 1 from n bits
        count_k = math.comb(n, k)
        # Each valid k contributes count_k * count_k to the total
        total_count += count_k * count_k
    return float(total_count)

# Test case
assert count_binary_seq(1) == 2.0  # This should pass",passed,TRUE,300
MBPP/301,dict_depth,"def dict_depth(d):
    # Base case: if d is not a dictionary, return 0
    if not isinstance(d, dict):
        return 0
    
    # Initialize the maximum depth
    max_depth = 0
    
    # Iterate through each value in the dictionary
    for value in d.values():
        # Recursively find the depth of the nested dictionary
        current_depth = dict_depth(value)
        # Update max_depth if current_depth is greater
        max_depth = max(max_depth, current_depth)
    
    # Return the depth of the current dictionary level + 1
    return max_depth + 1

# Test case
assert dict_depth({'a': 1, 'b': {'c': {'d': {}}}}) == 4",passed,TRUE,301
MBPP/302,set_Bit_Number,"def set_Bit_Number(n):
    """"""
    This function returns the value of the most significant bit that is set in the binary representation of n.
    
    Parameters:
    n (int): The input integer to find the most significant set bit.
    
    Returns:
    int: The value of the most significant bit that is set.
    """"""
    if n <= 0:
        return 0  # If n is 0 or negative, there are no set bits.
    
    msb_value = 1  # Start with the least significant bit value.
    
    # Shift left until we find the most significant bit
    while n > 1:
        n >>= 1  # Right shift n to check the next bit
        msb_value <<= 1  # Move to the next bit value
    
    return msb_value

# Test case
assert set_Bit_Number(6) == 4  # The binary representation of 6 is '110', MSB is 4",passed,TRUE,302
MBPP/303,solve,"def count_inversions(arr):
    """"""
    Count the number of inversions in the array.
    An inversion is a pair (i, j) such that i < j and arr[i] > arr[j].
    
    :param arr: List of integers
    :return: Count of inversions
    """"""
    n = len(arr)
    inv_count = 0
    for i in range(n):
        for j in range(i + 1, n):
            if arr[i] > arr[j]:
                inv_count += 1
    return inv_count

def solve(arr, expected_count):
    """"""
    Check if the count of inversions in the array is equal to the expected count.
    
    :param arr: List of integers
    :param expected_count: Expected number of inversions
    :return: True if the count of inversions matches the expected count, False otherwise
    """"""
    actual_count = count_inversions(arr)
    return actual_count == expected_count

# Test case
assert solve([1, 0, 2], 3) == True  # This assertion is incorrect based on the definition of inversions",failed: ,FALSE,303
MBPP/304,find_Element,"def find_Element(arr, queries, n, m):
    results = []
    length = len(arr)
    
    for rotations, index in queries:
        # Calculate the effective number of rotations
        effective_rotations = rotations % length
        
        # Calculate the new index after rotations
        new_index = (index - effective_rotations + length) % length
        
        # Append the result for the current query
        results.append(arr[new_index])
    
    return results[m]

# Test case
assert find_Element([1, 2, 3, 4, 5], [[0, 2], [0, 3]], 2, 1) == 3",failed: ,FALSE,304
MBPP/305,start_withp,"def start_withp(words):
    # Initialize a list to hold words that start with 'p'
    p_words = []
    
    # Iterate through each string in the input list
    for phrase in words:
        # Split the phrase into individual words
        for word in phrase.split():
            # Check if the word starts with 'p' or 'P'
            if word.lower().startswith('p'):
                p_words.append(word)
                
            # If we already have two words, we can return them
            if len(p_words) == 2:
                return (p_words[0], p_words[1])
    
    # If less than two words starting with 'p' were found, return None
    return None

# Test case
assert start_withp([""Python PHP"", ""Java JavaScript"", ""c c++""]) == ('Python', 'PHP')",passed,TRUE,305
MBPP/306,max_sum_increasing_subseq,"def max_sum_increasing_subseq(arr, n, i, k):
    # Step 1: Extract the relevant part of the array
    prefix = arr[:i + 1]
    kth_element = arr[k]
    
    # Step 2: Initialize a list to store the maximum sum of increasing subsequences
    max_sum = [0] * (i + 1)
    
    # Step 3: Calculate the maximum sum of increasing subsequences up to index i
    for j in range(i + 1):
        max_sum[j] = prefix[j]  # Start with the value itself
        for m in range(j):
            if prefix[m] < prefix[j]:  # Check for increasing condition
                max_sum[j] = max(max_sum[j], max_sum[m] + prefix[j])
    
    # Step 4: Find the maximum sum including the kth element
    max_including_k = 0
    for j in range(i + 1):
        if prefix[j] < kth_element:  # Ensure the subsequence can include kth element
            max_including_k = max(max_including_k, max_sum[j] + kth_element)
    
    return max_including_k

# Test case
assert max_sum_increasing_subseq([1, 101, 2, 3, 100, 4, 5], 7, 4, 6) == 11",passed,TRUE,306
MBPP/307,colon_tuplex,"def colon_tuplex(input_tuple, index, new_value):
    """"""
    Replace the element at the specified index of the input tuple with a new value.

    Parameters:
    input_tuple (tuple): The original tuple.
    index (int): The index of the element to replace.
    new_value: The new value to insert at the specified index.

    Returns:
    tuple: A new tuple with the specified element replaced.
    """"""
    # Convert the tuple to a list to allow modification
    temp_list = list(input_tuple)
    
    # Replace the element at the specified index with the new value
    temp_list[index] = new_value
    
    # Convert the list back to a tuple and return it
    return tuple(temp_list)

# Test case
assert colon_tuplex((""HELLO"", 5, [], True), 2, 50) == (""HELLO"", 5, [50], True)",failed: ,FALSE,307
MBPP/308,large_product,"def large_product(list1, list2, n):
    """"""
    Find the specified number of largest products from two given lists.

    Parameters:
    list1 (list): The first list of numbers.
    list2 (list): The second list of numbers.
    n (int): The number of largest products to return.

    Returns:
    list: A list of the n largest products.
    """"""
    # Generate all possible products from the two lists
    products = [a * b for a in list1 for b in list2]
    
    # Sort the products in descending order
    products.sort(reverse=True)
    
    # Return the top n products
    return products[:n]

# Test case
assert large_product([1, 2, 3, 4, 5, 6], [3, 6, 8, 9, 10, 6], 3) == [60, 54, 50]",passed,TRUE,308
MBPP/309,maximum,"def maximum(a, b):
    """"""
    Returns the maximum of two numbers.

    Parameters:
    a (int or float): The first number.
    b (int or float): The second number.

    Returns:
    int or float: The maximum of the two numbers.
    """"""
    if a > b:
        return a
    else:
        return b

# Test case
assert maximum(5, 10) == 10  # This should pass without any assertion error",passed,TRUE,309
MBPP/310,string_to_tuple,"def string_to_tuple(s):
    """"""
    Convert a given string to a tuple of its characters.

    Parameters:
    s (str): The input string to be converted.

    Returns:
    tuple: A tuple containing each character of the string.
    """"""
    return tuple(s)

# Test case
assert string_to_tuple(""python 3.0"") == ('p', 'y', 't', 'h', 'o', 'n', ' ', '3', '.', '0')

# Additional test cases for verification
assert string_to_tuple("""") == ()  # Empty string should return an empty tuple
assert string_to_tuple(""abc"") == ('a', 'b', 'c')  # Simple string
assert string_to_tuple(""123"") == ('1', '2', '3')  # Numeric string
assert string_to_tuple(""!@#"") == ('!', '@', '#')  # Special characters

print(""All test cases passed!"")",failed: ,FALSE,310
MBPP/311,set_left_most_unset_bit,"def set_left_most_unset_bit(n):
    # Find the position of the leftmost unset bit
    position = 0
    temp = n
    
    # Shift right until we find the first unset bit
    while temp > 0:
        if temp & 1 == 0:  # Check if the current bit is unset
            break
        position += 1
        temp >>= 1
    
    # If we finished the loop and temp is 0, it means all bits are set
    # We need to set the next bit (which is position)
    if temp == 0:
        return n | (1 << position)
    
    # Set the leftmost unset bit
    return n | (1 << position)

# Test the function with the provided test case
assert set_left_most_unset_bit(10) == 14  # 10 in binary is 1010, setting the leftmost unset bit gives 1110 (14)",failed: ,FALSE,311
MBPP/312,volume_cone,"import math

def volume_cone(radius, height):
    """"""
    Calculate the volume of a cone.

    Parameters:
    radius (float): The radius of the base of the cone.
    height (float): The height of the cone.

    Returns:
    float: The volume of the cone.
    """"""
    # Calculate the volume using the formula
    volume = (1/3) * math.pi * (radius ** 2) * height
    return volume

# Test the function with the provided test case
assert volume_cone(5, 12) == 314.15926535897927, ""Test case failed!""
print(""Test case passed!"")",failed: ,FALSE,312
MBPP/313,pos_nos,"def pos_nos(numbers):
    """"""
    This function takes a list of numbers and returns a tuple of positive numbers.
    
    Parameters:
    numbers (list): A list of integers.
    
    Returns:
    tuple: A tuple containing all positive integers from the input list.
    """"""
    # Filter positive numbers using a list comprehension
    positive_numbers = [num for num in numbers if num > 0]
    
    # Return the positive numbers as a tuple
    return tuple(positive_numbers)

# Test the function with the provided assertion
assert pos_nos([-1, -2, 1, 2]) == (1, 2)

# You can also print the result if needed
print(pos_nos([-1, -2, 1, 2]))  # Output: (1, 2)",failed: 2,FALSE,313
MBPP/314,max_sum_rectangular_grid,"def max_sum_rectangular_grid(grid, n):
    if n == 0:
        return 0
    if n == 1:
        return max(grid[0][0], grid[1][0])
    
    # Initialize the maximum sums for the first column
    prev_max = max(grid[0][0], grid[1][0])
    curr_max = 0
    
    for i in range(1, n):
        # Calculate the maximum sum for the current column
        take_first_row = grid[0][i] + (prev_max if i > 1 else 0)
        take_second_row = grid[1][i] + (prev_max if i > 1 else 0)
        
        # Update current max
        curr_max = max(prev_max, take_first_row, take_second_row)
        
        # Move to the next column
        prev_max = curr_max
    
    return curr_max

# Test case
assert max_sum_rectangular_grid([[1, 4, 5], [2, 0, 0]], 3) == 7",failed: ,FALSE,314
MBPP/315,find_Max_Len_Even,"def find_Max_Len_Even(sentence):
    # Split the sentence into words
    words = sentence.split()
    
    # Initialize variables to track the maximum even length word
    max_even_word = None
    max_length = 0
    
    # Iterate through each word in the list
    for word in words:
        # Check if the length of the word is even
        if len(word) % 2 == 0:
            # If it's even and longer than the current max, update max_even_word
            if len(word) > max_length:
                max_length = len(word)
                max_even_word = word
    
    return max_even_word

# Test case
assert find_Max_Len_Even(""python language"") == ""language""",failed: ,FALSE,315
MBPP/316,find_last_occurrence,"def find_last_occurrence(arr, target):
    """"""
    Find the index of the last occurrence of a given number in a sorted array.

    Parameters:
    arr (list): A sorted list of integers.
    target (int): The number to find the last occurrence of.

    Returns:
    int: The index of the last occurrence of target in arr, or -1 if not found.
    """"""
    left, right = 0, len(arr) - 1
    last_index = -1  # Initialize last_index to -1 (not found)

    while left <= right:
        mid = (left + right) // 2
        
        if arr[mid] == target:
            last_index = mid  # Update last_index if target is found
            left = mid + 1    # Continue searching in the right half
        elif arr[mid] < target:
            left = mid + 1    # Move to the right half
        else:
            right = mid - 1   # Move to the left half

    return last_index

# Test case
assert find_last_occurrence([2, 5, 5, 5, 6, 6, 8, 9, 9, 9], 5) == 3",passed,TRUE,316
MBPP/317,modified_encode,"def modified_encode(lst):
    if not lst:  # Handle empty list case
        return []
    
    result = []
    count = 1
    current = lst[0]
    
    for i in range(1, len(lst)):
        if lst[i] == current:
            count += 1
        else:
            # Append the encoded part
            if count > 1:
                result.append([count, current])
            else:
                result.append(current)
            # Reset for the new element
            current = lst[i]
            count = 1
    
    # Handle the last group
    if count > 1:
        result.append([count, current])
    else:
        result.append(current)
    
    return result

# Test case
assert modified_encode([1, 1, 2, 3, 4, 4, 5, 1]) == [[2, 1], 2, 3, [2, 4], 5, 1]",passed,TRUE,317
MBPP/318,max_volume,"def max_volume(S):
    max_vol = 0
    # Iterate over possible values of x and y
    for x in range(1, S // 3 + 1):  # x must be at least 1 and at most S/3
        for y in range(1, (S - x) // 2 + 1):  # y must be at least 1 and at most (S-x)/2
            z = S - x - y  # Calculate z
            if z > 0:  # z must also be positive
                volume = x * y * z
                max_vol = max(max_vol, volume)  # Update max volume if current is larger
    return max_vol

# Test case
assert max_volume(8) == 18",passed,TRUE,318
MBPP/319,find_long_word,"import re

def find_long_word(input_string):
    """"""
    Find all five-character long words in the given string using regex.

    Args:
    input_string (str): The string to search for five-character words.

    Returns:
    list: A list of five-character long words found in the input string.
    """"""
    # Regex pattern to find words that are exactly five characters long
    pattern = r'\b\w{5}\b'
    
    # Find all matches in the input string
    matches = re.findall(pattern, input_string)
    
    return matches

# Test case
assert find_long_word('Please move back to strem') == ['strem']",passed,TRUE,319
MBPP/320,sum_difference,"def sum_difference(n):
    # Calculate the sum of the first n natural numbers
    sum_n = n * (n + 1) // 2
    
    # Calculate the squared sum
    squared_sum = sum_n ** 2
    
    # Calculate the sum of squares
    sum_of_squares = n * (n + 1) * (2 * n + 1) // 6
    
    # Calculate the difference
    difference = squared_sum - sum_of_squares
    
    return difference

# Test the function with the provided test case
assert sum_difference(12) == 5434

# You can add more test cases to validate the function
print(""Test case passed!"")",passed,TRUE,320
MBPP/321,find_demlo,"def find_demlo(number: str) -> str:
    # Determine the length of the input number
    n = len(number)
    
    # Create the ascending part of the demlo number
    ascending_part = ''.join(str(i) for i in range(1, n + 1))
    
    # Create the descending part of the demlo number
    descending_part = ''.join(str(i) for i in range(n - 1, 0, -1))
    
    # Combine both parts to form the demlo number
    demlo_number = ascending_part + descending_part
    
    return demlo_number

# Test the function with the provided assertion
assert find_demlo(""111111"") == '12345654321'

# Additional test cases
assert find_demlo(""1"") == '1'
assert find_demlo(""22"") == '121'
assert find_demlo(""333"") == '12321'
assert find_demlo(""4444"") == '1234321'
assert find_demlo(""55555"") == '1234554321'

print(""All tests passed!"")",failed: ,FALSE,321
